Motion
"As the US Federal Government, THW significantly increase spending on foreign aid."
THW prefer a world without sexual attraction.
THBT states should ban their citizens from travelling as tourists to countries with poor human rights recor
THW factor public horror into the punishment of a crime
"The NRA, National Rifle Association of America, is a lobbying group in Washington. Its notable actions include influencing legislation aimed to deregulate gun ownership laws, initiating lawsuits against municipalities that have banned or have placed strict regulations on firearm laws, and endorsing candidates mainly of the Republican Party. THBT the US should require the NRA to pay reparations to victims of gun violence."
This House opposes the dominant social norm in favor of monogamy
"This house supports universities treating students as customers (eg by allocating significant resources to improving students lifestyles, and granting students influence over university decisions and the content and delivery of course curricula)"
"hbt countries should implement strong worker protection laws even at the cost of economic growth (ie, collective bargaining, overtime hours, worker compensation, etc)"
THW give more votes to those who live in areas with high levels of political apathy and low voter turnou
THW pay spouses who stay at home a salary
TH supports the creation of an artificial island for those who do not want to live under the jurisdiction of any state.
"In light of the right to representative democracy, TH defends the fact that independent candidates compete"
THBT prominent female athletes should reject offers to play in professional male leagues.
"THBT war journalists should be forced to reveal their sources in international criminal tribunals (including the International Criminal Court) trying cases of war crimes, crimes against humanity or genocide."
This house believes that we should recognise a right to be free from intentionally offensive speech.
THW stop funding all space programs
THW Extend the UK DNA Database to the entire population
"This house believes that Western institutions should neither cooperate with, nor use the data produced by, non-Western medical institutions that do not meet Western standards on human clinical trials"
THB that it is in the interests of women’s equality to campaign against maternity leave.
THW actively reward the use of Hiberno-English in schoolwork and examinations.
"Assuming the existence of a gay gene, THW disproportionately favour embryos that possess it in IVF."
THW set a cap on pay for all chief executives and other high level employees of chartities.
THW reallocate names randomly
This House believes that the US government should provide significant campaign funding for US congressmen and senators who score highly on bi-partisan metrics.
"THBT government agencies that regulate drugs should only test whether a drug is safe, not whether it is effective, before approving it for public use."
THW pay reparations to women
THBT the use of chemical weapons in a defensive capacity against enemy combatants should not be a war crime.
This House regrets the glamorization of start-up culture that encourages people to start their own companies rather than pursue traditional career paths
THW ban the Orange Walk
TH supports Israel’s targeted assassinations of prominent members of Hamas
"This House supports granting megacities autonomous control over their economic and social policy (e.g. immigration, health, criminal justice) with national taxation policy remaining under the control of the federal governmen"
TH supports a system of blind voting
THBT states should adopt sunset clauses that legally force them to review and either re-authorize or revise their constitutions every generation
THBT hacking is a legitimate form of protest against large corporations
"THR the automation of jobs previously performed by humans (eg self driving cars, self checkouts)"
"THBT when systemically important financial institutions are in need of financial assistance during recessions, the burden should fall upon creditors (eg, via diluting shareholder value by turning debt into equity) rather than the government stepping in"
THW no longer arrest or prosecute individual members of drug gangs operating in highly violent areas if gang leaders agree to halt all turf wars
"THW introduce a tax on ""low brow"" entertainment in order to subsidise ""high brow"" art."
THW grant those diagnosed with terminal illnesses the right to access treatments that have not completed clinical testing
THW provide disproportionate financial incentives to make life choices which directly conflict with traditional gender roles.
This house would institute a mandatory retirement age for politicians
THBT men have become the tools of their tools
THBT Pope Francis should openly endorse radical left political parties and candidates
THW limit media coverage of shootings
THBT the US should abandon all military support for and impose economic sanctions on the Philippines
THBT it is the West's interest for long term Brent Crude Oil prices to fall below US$60 per barrel. Info
"In areas with rapidly rising property prices, This House would suspend all restrictions on property development that are not health and safety requirements (for example, environmental zoning regulations, building height restrictions, and regulations on the appearance of buildings)"
THW ban political parties that propagate racism and xenophobia
THBT every student living in the EU should spend one year studying in the country other than the one he or she is born or is a national of.
THBT Western States Should Create LGBTQ* Schools
THW aplaude that the Member States of the EU would participate in the Olympics under only one flag.
THW force elected politicians and their families to use only public health and education services.
"TH, as the Mexican government, would end its war against the drug cartels."
THBT white authors should not publish their reviews on Beyonce's album
THW would classify crimes directed against sub-cultures as hate crimes
"THBT governments should tax individual income out of labour (paid salary) significantly less than individual's income generated out of capital (which includes inheritance, real estate, stock portfolios, etc.)"
TH would begin writing only in your first language.
THW remove 'Gone with The Wind' from the National Film Registry
This house would ban anti EU parties from participating in the EU elections.
THBT school children in the UK should be taught that their country engaged in war crimes
This House would abolish the Olympic Games.
THBT prominent civil society activists should choose not to run for public office.
"Assuming that technology to do so existed, THW would progressively tax happiness and redistribute it."
THBT Marx would have approved of the interne
This house believes that the US should ban extremist groups (e.g. the KKK and neo-Nazi groups)
THBT the Constitution of Ireland has served the country well
THW create country quotas for the acceptance of refugees and allow for trade of these obligations
Assad should win
This House would allow the defendants that belong to a minority group to choose to be judged by a jury composed exclusively of other members of their same minority group.
"THBT feminist movements should mobilise masculinity in service of feminist goals (e.g. ""real men respect women"") rather than deconstruct it (e.g. raising awareness to the issue of toxic masculinity)"
THS the use of coercive economic and diplomatic measures against states in which serious environmental damange to natural resources of share global importance is occurring
THBT European Union nations should forgive Greece’s sovereign deb
THBT universities and other stakeholders should primarily consider teaching ability rather than research outputs when awarding tenure and allocating academic funding
"THB the state should fund free access to museums, art exhibitions and other cultural attractions for social welfare recipients"
THW abolish spousal privilege
Should buildings that have been empty/unused for over a year be made freely available for general use?
THW Amend the US Constitution To Prohibit Any Involvement by Religious Organisation in the Electoral Process
THBT football fans should boycott the 2022 world cup in Qatar
THW abolish all limits on the heights of buildings
THW make membership of a political party mandatory
THS white progressives criticising illiberal practices in non-Western and/or minority cultures - Round 7
THW Prosecute The Parents/Guardians of Obese Children For Neglec
THBT no media should ever be allowed to endorse any candidates in democratic elections.
THW require popular sports that generate high profits to share a portion of their gains with marginal/fringe sports
TH believes in Go
"Ottakring is a neighbourhood with a high percentage of immigrants, particularly from former Yugoslavia."
"THBT the trans movement should actively seek to separate themselves, their issues and their collective identity from the LGBTQ movement in their campaigns and in the public consciousness"
TH regrets the idolization of soldiers and veterans
"THBT CDA should vote with the ruling coalition if proposed laws satisfy the Senate criteria of redelijkheid (reasonableness, judiciousness, fairness) and samenhang (congruence with other laws) (addendum: instead of for other political criteria)"
TH supports feminist vigilante groups in India.
THW change the constitution of Japan allowing them to have offensive forces
Do we need the meatfree Monday?
"THBT it is legitimate to release the unpublished personal memoirs of deceased public figures, even when this is against the express wishes of the individual or their family."
This House Believes that juries should only include individuals that are from the same socio-economic class as the defendan
THBT regions should always be able to call a referendum for independence
THW forbid universities from accepting donations earmarked for the pseudo-sciences
THBT Countries whose native language is not English should adopt English as the main language of governance
THW remove the image of Mohammed from the US surpreme court building.
THR the overwhelming narrative of good triumphing over evil in childrens
"THW, ban national football teams who fans use racist or homophobic chants, from international competition"
TH prefers a world where everyone believes in free will
THW re-introduce the punishment of banishment for serious crimes.
This house would prohibit expression that portrays convicted war criminals in a positive light.
THB in the virtue of a disproportionate response
THW allow the families of dead people to sue for libel on their behalf
The Dutch people should select the coach of the national football team
THW legalise the sale and purchase of human organs
THBT Pixar's next animated motion picture should have a same-sex couple as protagonists
THBT the UN should offer large bounties for the capture of pirates and the destruction of pirate ships
"THW greatly reduce economic prosperity, progress and growth in favour of increasing individual’s leisure time"
"THBT the EU should force member states to adopt socially progressive legislation (e. g. same-sex marriage, abortion rights, ethnic and religious minority rights)."
THBT Courts in Emerging Democracies should break up persistently dominant political parties
THW allow private companies to resort to openly discriminatory hiring practices
THBT criminal punishments should be based only on the offenders' culpability rather than the damages caused by the criminal act or other outcomes derived from the punishmen
"THBT legislators should not take the will of the people into consideration, when the reason behind it is religious"
THB that the United States government should subsidize Twitter to liberalize oppressed societies
THBT the rise in oil prizes does more harm than goo
THBT the Gotham City Police Force should seek to offer Wayne employment as an officer within their force.
THW nationalise prostitution
THW allow individuals to legally occupy any building that has been unused for more than 6 months
"THBT the Western World should not portray ‘’The Great Explorers’’ (e.g. Christoph Columbus, Vasco da Gama) as heroes."
"Assuming the technology to do so easily and safely exists, THW force everyone in society to undergo periodic sex changes."
"This House believes that the feminist movement should support the narrative that ""beauty does not matter"" over the narrative that ""all bodies are beautiful""."
"""In the context of the Brazilian civil-military dictatorship begun in 1964, This House would directly engage in armed struggle."""
"TH, as a prominent African-American group, would seek to create autonomous spaces of politics, economics etc. rather than integrating with American society"
THBT Donald Trump’s presidential campaign is good for America
"Should sexual acts with robots be banned, as soon as these are physically comparable to human beings?"
THBT gay professional sportspeople have a duty to come ou
TH supports South Korea's rejection of the potential trilateral military USA-Korea-Japan alliance.
THW make the number of votes an individual has inversely proportional to their wealth (i.e. the more wealth an individual has the fewer votes in an election).
THBT the UK should not leave the EU regardless of the referendum [Finals]
THW adopt life sentences without parole.
THW follow the prophet (m/f)
"THW heavily incentivise Bosnians, Croats and Serbs in Bosnia and Hercegovina that move to areas where dominant ethnicity is other than their own"
This House believes that the ongoing process of decolonisation should include actively disempowering religions that were imposed on the country during colonialism
"TH, as a developing state, would ignore all international patent and copyright treaties"
TH supports the creation of wethouses.
THBT Barack Obama should issue an executive order suspending all state bans on gay marriage
"hbt the kurdish people should abandon attempts to establish an independent state, in favour of seeking greater poliitical inclusion in iraq and in turkey"
THW require priests to report confessions that lead to criminal convictions
Should research in all German universities exclusively serve civil and peaceful purposes?
"THBT parents should push their kids to achieve, even if that comes at the expense of their child’s happiness."
"This house believes that micro-finance organisations (including, but not limited to: NGOs, charities and development banks) should offer micro-finance loans in developing nations exclusively to women."
This house regrets South Africa's rainbow nation narrative
This house would compel media to declare a political bias - Round 1
HW make assimilation the primary goal of legislation related to immigrants.
THBT men should consistently call out and correct chauvinistic claims by colleagues and co-workers
"TH, as an embattled ruler (in Westeros), would arm religious fanatics in order to bolster your rule - Round 4"
THW allocate scholarships and financial aid exclusively on the basis of financial nee
THBT the bare necessities are enough
"THS the creation and use of Autonomous Killing Robots. Info: Autonomous Killing Robots are a form of military technology which when activated, can identify and engage targets* without further human intervention. *targets include humans and light armoured vehicles"
"TH, as the ICC, would never bring cases against incumbent heads of states (infoslide provided)"
THBT its legitimate for women to use sex as a tool for advancing in life
"THR the inculcation of national identity through shared rituals (eg national ceremonies, anthems, pledges of allegiance, etc)"
"TH prefers a world where co-parenting is primarily non-romantic (conducted by consenting partners who have no romantic or sexual relationship, eg. friends)"
"THR ""True Crime"" entertainment. (e.g. Making a Murderer, American Crime Story: The People vs. OJ Simpson, Serial, etc.)"
THW build social housing in high-wealth areas
This house believes France and Britain should support a permanent common EU seat in the UN Security Council in exchange for their seats.
THP a world where people believe you should maximize productivity to a world where people believe you should maximize leisure.
"TH, as the Nicaraguan people, opposes the construction of the Nicaraguan Canal."
"TH, as the Baltic states, would incentivize brain drain from Belarus to the Baltics."
TH would prohibit businesses from taking a public position on social issues
"TH, as the USA, no longer supports the right to bear arms"
THBT China should make extracting a full apology for Japan’s war crimes a top strategic priority
"TH, As the EU, would trigger Article 7 if Hungary failed to commit to democratic reform"
THW allow parents to decide to let their severally mentally handicapped children be operated or treated with hormones so that they will not enter physical puberty
THW compel the Catholic Church to allow women to serve as priests
THW prioritize support of domestic reporters in areas of conflict over the use of Western reporting
Do we need to abolish public broadcasting?
"TH would create a substantial salary for those who take on caretaker roles for family, friends or neighbours (DK vervangt het mantelzorgcompliment door een substantieel salaris)"
THW hold companies to a higher ethical standard than the law imposes on them
THW ban medicine designed to erase human memories
THR the narrative of the American Dream.
This House would impose a narrow banking regulation
This House would legalize and train sex workers specifically to work with disabled people
This house would require companies to place images of animal suffering on all products or food whose production harmed or killed animals.
THW offer EU membership to Middle Eastern and North African states that achieve successful democratic transition
THBT Serbia and FYR Macedonia should immediately close their borders to asylum seekers and undocumented migrants.
THW replace the Bundestag by permanent “delegated voting”
THW ban any technology that can delete or alter a person's memory
THBT the West should impose sanctions on Israel until it disbands its nuclear programme and relinquishes control of all nuclear weapons
THBT Israel should unilaterally withdraw to the 1967 borders and respect them regardless of future Palestinian actions.
"THBT Virginia Tech should remember Seung-Hui Cho, the shooter, along with his victims in its memorials … and launch 33 balloons"
THW prevent the media from publishing any personal details (such as race or social class) of criminals and suspects
THW ban savior siblings
THBT US media should not report any details about school shootings beyond the fact that they happene
THBT feminists should support free markets in the developing world/
THBT Judges should take into account the socioeconomic circumstances of defendants
THBT low oil prices are good for the West (may not have been the exact wording)
THW ban religious K-12 schools
"After the collapse of USSR, Latvia and Estonia, in contrast with many other states, decided not to automatically grant citizenship to its permanent residents who had moved to the countries after the end of World War II, instead offering them an option to naturalize. Citiezenship was one of the promises made the pro-independence movement to encouradge Russian-speaker support. By 2016, 11.75% of Latvian and 6.1% of Estonian population are still non-citizens. Motion: THBT Estonia and Latvia should grant citizenship to non-citizen residents"
"THW ban all essential service workers from striking (e.g. firemen, policemen, doctors)"
"In cities and areas with rapidly increasing housing costs, THW tax new residents and use the revenue to subsidize housing costs for citizens already residing in the area"
THR the rise of mega-cities
THBT humanism should disassociate from atheism
"THW abolish all exceptions to the military draft on the basis of religion, sexual orientation or gender in democratic countries that have a compulsory military draf"
Should Germany boycott the Sochi Olympics?
THW break Google’s search monopoly
THW require artists to obtain permission from the subject/muse of a work of art prior to its release
THW allow workers to sell employment rights back to their employers
THW ban the teaching of Romeo and Juliet in schools
"THBT governments should strictly regulate construction and renovation in order to preserve historical architecture (buildings, parks, public spaces etc)."
TH as a school teacher would not refer children to child protection services in the case of concerns about their radicalisation
THW arm Syrian rebels
"THW in this religiously conservative society actively engage in religious activities and events (attend worshop ceremonies, share blessings, say prayers)."
"TH, as a US Democratic presidential contender, would make repeal of the second amendment part of their core policy platform for 2020"
TH regrets the rise and dominance of Facebook (and other social media sites like Twitter) in Western liberal democracies
THBT Japanese leaders are legitimate in visiting the Yasukuni Shrine
THBT images designed to even slightly sexually attract/aroused viewer should be restricted to specialist adult shot/xxx domain.
THBT Western liberal democracies should ban unpaid internships
THBT smokers should cover the costs of their medical treatments
"TH, as Germany, would ban all emission vehicles by 2020"
THW only invest in those African countries that put adequate effort into the protection of biological diversity
In the name of the people: do we need jury panels in our courts?
THW rather marry a Zionist Shiksa than an Anti-Zionist Jew.
THW assess pupils on individual academic development instead of standardized examination results.
THW give Parliament the right to determine the moment a monarch steps down
THBT the media should show the full horrors of war
THBT the US and the EU should support a Russian annexation of Crimea in exchange for an otherwise independent Ukraine
This house would ban under 18's from appearing on reality TV shows
THW ban tobacco
"This House prefers a world where the conception of the afterlife is based on karmic balance, rather than divine mercy"
THW fine news organisations who consistently fail to meet a standard of fair and balanced reporting.
THW stop all research into differences between the male and female brain
THW ban advertising
THW force anyone suspected of being a 'stolen child' [under the Argentinian military junta 1976-1983] to undergo DNA testing to establish whether they are indeed stolen children and then make the results public
THW legalize duels in cases of adultery
"You are an innkeeper. It is approximately 0BC. The King has issued an edict requiring all newborns to be handed to his soldiers in pain of death. You know of such a newborn, he is in your inn’s stable. You suspect the child may be sacred to your God. This house would hand over the child."
"TH, as Harry Potter, would have used The Imperius Curse on Voldemort and control him to do good for the society"
THR the Generation War (Millennials vs. Baby Boomers)
This House would ban for-profit universities and colleges.
This House would grant legal personhood to land.
THBT the governments of developing nations should actively encourage slum tourism
This House Believes that NATO Should Launch a Retaliatory Nuclear Strike.
"TH, as a theatre, would refuse to run the film ""Dragonfly Eyes."""
That we should tax and redistribute wealth contained in university endowment funds
THBT violent protest is a legitimate strategy in democratic societies
THBT High Schools should not award the titles Prom King and Prom Queen at the Senior Prom
THW abolish the speaker tab
"Instead of creating a Jewish state in the British Mandate of Palestine, with the benefit of hindsight THW have created a Jewish state in Germany."
THW use the influences gained from these abilities and beliefs to propagate socialist values that are justified through faith.
THW abolish Oxbridge
THBT minority groups seeking public support for equal rights should emphasize distinct cultures over similarity to the mainstream.
TH regrets the undemocratic election of Italy’s and Greece’s presiden
TH condems racially provocative ar
THW actively relocate unemployed people living in areas of high and structural unemploymen
"TH, as India, would embrace China’s One Belt One Road initiative"
"Assuming efficacy, THW prefer an internet of no anonimity."
This House believes that the Obama administration should have prioritized affordable tertiary education over affordable healthcare
"THW criminalise all forms of racist speech and behaviour, even where it falls short of directly inciting racial hatred or violence"
THW not prosecute victims of domestic violence for crimes committed as a result of their abuse
THBT Turkey should intervene militarily in Syria
This House believes that the state should promote the norm of the 'single life'.
This supports prison abolition as opposed to prison reform.
This house supports a movement towards granting human rights to AI.
THW forbid testing on all animals
TH (as debate couple) would encourage its kids to debate competitively
"THW allocate state funding for the arts exclusively to new and original work, and never to reproductions of ‘great works’ or other old plays, opera, music, films or ar"
THBT unconditional cash transfer charities are preferable to project based charities
TH believes that Putin has been good for Russia.
THBT Pakistan should cease all assistance to the United States in the fight against the Taliban
This House would assassinate Vladimir Putin.
THW use military force to destroy North Korea’s nuclear facilities
THBT former colonial powers should never intervene militarily or economically in favour of one side in a civil war or rebellion in a former colony.
This House would grant individuals and organisations open standing to challenge the constitutionality of laws enacted by their governmen
THW allow pharmaceutical companies to advertise prescription drugs
This wouse would prefer that the children of racial minorities be adopted by parents of that race
THBT the feminist movement should actively promote norms of stable monogamous relationships
"THBT Sex Education Classes in Schools Should Teach Techniques For Pure Sexual Gratification (including, but not limited to, anal sex, oral sex, mutual gratification and masturbation)."
Should human rights be cancelled for those persons who violate human rights?
THW transform the EU into a United States of Europe
THW allow UK broadcasters to be politically partisan in the reporting of current events
THW run simultaneously in or out referenda in all EU member states
"Your 'one true soulmate' exists. There is a test that allows you to determine whether someone is your one true soulmate. You are in love with the person you have been dating for a while.
THW take the test to determine whether the person you are in love with is your 'soulmate'"
THBT greed is goo
THW establish a US federal court with the authority to approve targeted killings of unlawful combatants.
THW replace all income taxes with consumption taxes that become proportionally higher as the purchased goods become less essential
TH supports Lean In feminism (with info slide)
THW remove all restrictions on sexual activities between mutually consenting adults
Should commuter allowances be abolished?
This House prefers Guantanamo Bay rather than the current practice of the war against terrorism with unmanned aerial vehicles.
"THW return artworks stolen or expropriated by the Nazis, without regard to property rights, laws and statutes of limitation that might block such a return (info and here)"
"TH, as Edward Snowden, regrets publishing the NSA files."
"THW aggressively fund art in public places, which depicts struggles on which there is no consensus and of which there are continuing consequences"
THBT hacktivism is a legitimate tool of protest against multinational corporations
THW not punish people who live below the poverty line for economic crimes they have committe
THBT Pakistan should not engage in peace talks with the Taliban
This house regrets South Africa's Rainbow Nation narrative (long prep).
TH regrets the 2001 Afghanistan invasion
THBT the identity of the artist should be obscured from those who buy and display the art (approximation)
THW have a maximum wage
TH supports compulsory fully privatised healthcare for people living above the poverty line
Should the West cut all economic ties with Russia as long as it occupies Crimea?
"TH supports BRICS* countries creating alternatives to the current international economic institutions (i.e. the IMF, the World Bank, and the World Trade Organisation) * Brazil, Russia, India, China, South Africa"
THW set a maximum amount to be spent on health care per QUALY (Quality Adjusted Life Year)
THBT in developed countries the minimum wage should guarantee a middle class lifestyle
THBT every person has the right to take pictures of works of art or performances and publish them as their own works of ar
THBT the creation of the Eurozone has done more harm than good. INFO SLIDE: The Eurozone is a currency union consisting of EU member states who have adopted the Euro as their common currency. Its monetary policy is administered by the European Central Bank.
THBT individuals should not be permitted to represent themselves at trial.
TH welcomes the end of American hegemony
THW impose high property and land taxes on foreign buyers and owners of property
THW require all businesses to be owned and run as cooperatives
THBT extreme economic need should be grounds for asylum
THBT liberal supreme courts should misinterpret the constitution to advance progressive rights
This house believes that the Turkish military should stop enforcing the separation of church (mosque) and state
Should there be a quota for young people in top political offices?
TH prefers bail-ins to bail-outs
TTHW prosecute domestic violence without the consent of the victim
THBT we should fear Google
TH welcomes medical progress that enables women to have children after the menopause
THW oblige all ministeries (state departments) to use only open source software
TH would make bidding to host major sporting events conditional on winning a local public referendum.
THW raise its child without gender
THW ban all procedures to alter one's racial appearance.
THW liberate slaves in Mauritania with a military intervention
THBT Saudi Arabia should limit participation in the Hajj to the citizens of countries that are committed to taking direct action against IS
"THBT Japan should shame its soldiers who participated in WWII, including those who did not commit war crimes themselves"
THBT you can't plan the future by the pas
THW use military force to deliver aid in humanitarian crises
"THW ban temp agency contracting (Leiharbeit, Arbeitnehmerüberlassung, Zeitarbeit, Mitarbeiterüberlassung oder Personalleasing)"
"THBT all states should create special economic zones in cities, where all economic activities (except the purchase of goods and services) are carried out by women"
THW require universities to increase funding for classics and deprioritise funding for popular culture choices
THBT the ICC should offer Joseph Kony an amnesty from prosecution
THBT holding the Olympics is not worth it for the host country
THBT Pope Francis should publicly encourage Catholics to support radically redistributive government policies
THR the narrative that soldiers are heroes.
"THBT the Cultural Trend Of ""Selfies"" Has Been Good For Women"
"THBT it is NOT legitimate to shame public figures for non:criminal actions they did when they were young (eg. partying, alcohol consumption, soft drugs use, political views etc.)"
This House would pay all elected politicians the median wage in their country.
THBT the Right to Rest should be upheld in all public spaces.
THW End All State Funding For The Arts
TH celebrates the decline of American liberalism.
"In places with significantly high waiting times for finding appropriate donors, THW legalize the private sale of organs"
You are a research scientist working for a large pharmaceutical corporation. You accidentally discover a drug which indefinitely delays the aging process for as long as it is taken (and produces gold). No-one else is aware of what you have done. THW destroy all evidence of your discovery - Round 4
The state should pay a living wage to stay at home parents
THBT the salaries and the continuation of employment of teachers should be dependent on the academic performance of their students
THW normalize relations with North Korea (including the removal of sanctions)
This house believes that Eastern European states should destroy monuments from their Soviet Union perio
